Bandgap (eV),Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),J0 (mA/cm^2)
1.319,1.0618490721,35.4583471891,88.7450633964,33.4137703906,5.14556577802e-17
1.32,1.06279316117,35.4343615656,88.7528156272,33.4237753121,4.95768871741e-17
1.321,1.06373976352,35.4137957992,88.7606273013,33.4370716246,4.77666623454e-17
1.322,1.06469089352,35.3994022178,88.7684371857,33.4563101636,4.60224844447e-17
1.323,1.06564526337,35.3894103947,88.7762393322,33.4797903584,4.43419456425e-17
1.324,1.06660040053,35.3804326415,88.7840174983,33.504232578,4.2722725817e-17
1.325,1.06755554727,35.3714315015,88.7917663884,33.5286304163,4.11625893617e-17
1.326,1.06850926772,35.3604429963,88.7994745543,33.5510708853,3.96593821098e-17
1.327,1.06946271986,35.349052391,88.8071505644,33.5730936533,3.82110283698e-17
1.328,1.07041750668,35.3394513188,88.8148078853,33.5968365449,3.68155280693e-17
1.329,1.07137128935,35.3284420898,88.8224270947,33.6191807828,3.54709540023e-17
1.33,1.07232295211,35.3145018795,88.8299974797,33.6386328171,3.41754491771e-17
1.331,1.07327281541,35.2980717399,88.837520451,33.6556156418,3.29272242603e-17
1.332,1.07422027856,35.2783355185,88.8449889484,33.6693219546,3.17245551135e-17
1.333,1.07516614206,35.2563904694,88.8524089246,33.6808182407,3.05657804204e-17
1.334,1.07611059123,35.2324933775,88.8600653924,33.690457868,2.94492993995e-17
1.335,1.07705259316,35.205241647,88.8676792626,33.6967549191,2.83735696001e-17
1.336,1.07799280093,35.1755317173,88.8752451099,33.7005774951,2.73371047791e-17
1.337,1.07893037687,35.1422312228,88.8827553094,33.7008039706,2.63384728538e-17
1.338,1.07986452309,35.1042669783,88.8902014871,33.6963664837,2.53762939304e-17
1.339,1.0807985295,35.0661164397,88.8976065971,33.6916658117,2.44492384036e-17
1.34,1.08173371641,35.0295693304,88.9049813965,33.6884678499,2.35560251255e-17
1.341,1.08266885575,34.9929584658,88.9123165061,33.6851302272,2.26954196409e-17
1.342,1.08360379951,34.9560840216,88.9196105941,33.6814551235,2.18662324872e-17
1.343,1.08453835882,34.9186918491,88.9268617728,33.6771901377,2.10673175556e-17
1.344,1.08547285653,34.8812193742,88.9340727589,33.6727672029,2.02975705128e-17
1.345,1.08640802316,34.844651609,88.9413822601,33.6692130303,1.95559272788e-17
1.346,1.0873426363,34.8073399485,88.9488392561,33.6649161911,1.88413625618e-17
1.347,1.08827619266,34.7686100273,88.9562500375,33.6591329394,1.81528884447e-17
1.348,1.08921012911,34.7303970012,88.9636238697,33.6537825623,1.74895530241e-17
1.349,1.09014459315,34.6928972568,88.9709622085,33.6490620126,1.68504390987e-17
1.35,1.09108052511,34.6573692282,88.9782727951,33.6462268277,1.6234662905e-17
1.351,1.09201886572,34.62506693,88.9855644792,33.6465331725,1.56413728997e-17
1.352,1.09295652479,34.5918463225,88.9928137915,33.6458549697,1.50697485854e-17
1.353,1.09389356761,34.5577974343,89.000020717,33.6442794001,1.45189993802e-17
1.354,1.09483276336,34.5266210036,89.0072093007,33.6455047146,1.39883635276e-17
1.355,1.09577174826,34.4951551558,89.0143597919,33.6463744911,1.34771070463e-17
1.356,1.0967097843,34.4624169648,89.0214650589,33.6459029666,1.29845227188e-17
1.357,1.09764859182,34.4307012786,89.0288035835,33.6464872724,1.25099291154e-17
1.358,1.09858786643,34.3996003751,89.0361513837,33.6476373516,1.20526696557e-17
1.359,1.0995265372,34.367688947,89.0434594785,33.6479081058,1.16121117022e-17
1.36,1.100464227,34.3344684835,89.0507247185,33.6467960977,1.11876456887e-17
1.361,1.10140183339,34.3011337885,89.057952874,33.6454993699,1.07786842792e-17
1.362,1.10234025422,34.2688754343,89.0651507451,33.6452164836,1.03846615577e-17
1.363,1.1032792172,34.2373299138,89.0723168972,33.6455842499,1.00050322483e-17
1.364,1.10421724306,34.2045380759,89.0794396892,33.6446280211,9.63927096225e-18
1.365,1.10515476249,34.171072898,89.0865219908,33.6429227628,9.28687147382e-18
1.366,1.10609322706,34.1388532872,89.0935761252,33.6424064675,8.94734602161e-18
1.367,1.10703238479,34.1075433734,89.1006006445,33.6427429685,8.62022463569e-18
1.368,1.10797036417,34.0746739117,89.1075884282,33.6414373315,8.30505448921e-18
1.369,1.10890573282,34.0383634893,89.1148179622,33.6366878302,8.00139927351e-18
1.37,1.1098393898,33.9998056284,89.1219992868,33.6295835491,7.70883859611e-18
1.371,1.1107722402,33.9601970419,89.1291370021,33.6213324066,7.42696740056e-18
1.372,1.11170515724,33.9206873195,89.1362365494,33.6130992314,7.1553954074e-18
1.373,1.11264037509,33.8842044372,89.1433144001,33.607862069,6.89374657555e-18
1.374,1.11357810179,33.8510112123,89.1503741744,33.6058975454,6.64165858322e-18
1.375,1.11451687092,33.8191796878,89.1574064486,33.6052509387,6.39878232786e-18
1.376,1.11545692374,33.7890214682,89.1644140969,33.6062441681,6.16478144417e-18
1.377,1.11639677662,33.7585947108,89.1713856658,33.6068996296,5.9393318398e-18
1.378,1.1173347943,33.7257668887,89.1783067184,33.6050370724,5.72212124785e-18
1.379,1.11827434687,33.6949373181,89.1852061321,33.6051497913,5.51284879578e-18
1.38,1.11921559068,33.6663042203,89.1921904027,33.6074858423,5.31122458996e-18
1.381,1.12015463491,33.6347995656,89.1993125126,33.606890533,5.11696931531e-18
1.382,1.12109275221,33.6020856343,89.206394257,33.6049895442,4.92981384968e-18
1.383,1.12203107915,33.5696418959,89.2134424636,33.6032971813,4.74949889207e-18
1.384,1.12296790844,33.5352529254,89.2204454658,33.5995390108,4.57577460461e-18
1.385,1.12390310446,33.4987490682,89.2274010279,33.5935347898,4.40840026739e-18
1.386,1.12483725001,33.4608916715,89.2343121394,33.5860615973,4.24714394601e-18
1.387,1.12577050124,33.4218873505,89.2411791125,33.5773281839,4.09178217119e-18
1.388,1.12670311178,33.3820677601,89.2480032244,33.5676730426,3.94209963001e-18
1.389,1.12763520004,33.3415886906,89.2547849078,33.5572545007,3.7978888685e-18
1.39,1.12856661473,33.3002578204,89.2615223775,33.545871909,3.65895000498e-18
1.391,1.12949745075,33.25820058,89.2682158833,33.5336524048,3.52509045387e-18
1.392,1.13042798816,33.2157797283,89.275166354,33.5210814696,3.39612465961e-18
1.393,1.13135847278,33.1733122759,89.2821006379,33.5083829738,3.27187384022e-18
1.394,1.13228894986,33.1308565656,89.2889961492,33.4956086384,3.15216574021e-18
1.395,1.13321932165,33.0882876431,89.2958522211,33.4826289186,3.03683439256e-18
1.396,1.13414981122,33.0458912566,89.3026703526,33.4697400792,2.92571988928e-18
1.397,1.13508062921,33.0039358489,89.3094522192,33.4572215473,2.8186681604e-18
1.398,1.13601176552,32.9624070561,89.3161980457,33.4450597051,2.71553076101e-18
1.399,1.13694312032,32.9211762998,89.3229073246,33.43312198,2.61616466604e-18
1.4,1.1378743977,32.8798662973,89.3295777969,33.421016135,2.52043207251e-18
1.401,1.13880515024,32.8379091795,89.3362055396,33.4081496426,2.42820020903e-18
1.402,1.13973559909,32.7955881709,89.3427920549,33.3948162455,2.33934115223e-18
1.403,1.14066625828,32.7535560748,89.3496529187,33.3818132595,2.25373164985e-18
1.404,1.14159711485,32.711795602,89.3564835266,33.3690095262,2.17125295034e-18
1.405,1.14252805548,32.6701626742,89.3632767886,33.3562527065,2.09179063859e-18
1.406,1.14345903377,32.6285984165,89.3700324737,33.343481539,2.01523447774e-18
1.407,1.14439032504,32.5874498063,89.3767525528,33.3310598595,1.9414782567e-18
1.408,1.14532189017,32.5466661916,89.3834370235,33.3189357788,1.87041964322e-18
1.409,1.1462531238,32.5054852092,89.3900815303,33.3063099081,1.80196004239e-18
1.41,1.14718406793,32.4639612861,89.3966861153,33.293238256,1.73600446022e-18
1.411,1.14811503424,32.422486784,89.4032530813,33.2801325557,1.6724613722e-18
1.412,1.14904585062,32.3808461534,89.4097809892,33.2667659798,1.61124259673e-18
1.413,1.1499764658,32.3389760488,89.4162692562,33.2530712612,1.5522631731e-18
1.414,1.1509070184,32.2970507319,89.4230261054,33.2393457218,1.4954412439e-18
1.415,1.15183762592,32.2552172027,89.4297530996,33.2256329902,1.4406979418e-18
1.416,1.15276847498,32.2137078395,89.4364441898,33.2121760229,1.38795728037e-18
1.417,1.1536998095,32.1728251206,89.4431012058,33.1992955098,1.33714604897e-18
1.418,1.15463139236,32.1322721183,89.449722941,33.1866791791,1.28819371137e-18
1.419,1.15556278843,32.0915076045,89.4563064867,33.1737548571,1.24103230817e-18
1.42,1.15649390216,32.0504140832,89.4628509682,33.1603973614,1.19559636272e-18
1.421,1.15742475417,32.0090185317,89.4693563011,33.1466343258,1.15182279049e-18
1.422,1.15835542132,31.9674173491,89.475822878,33.1325672177,1.10965081171e-18
1.423,1.15928617086,31.9259415468,89.482252777,33.1185472831,1.06902186728e-18
1.424,1.16021714599,31.8847674396,89.4886473169,33.1047624951,1.02987953767e-18
1.425,1.16114806716,31.8435496996,89.4952990693,33.0909550129,9.92169464792e-19
1.426,1.16207898825,31.8023549582,89.5019289389,33.077092259,9.55839276765e-19
1.427,1.16301022436,31.7615704376,89.508524103,33.06358161,9.20838515368e-19
1.428,1.16394158014,31.7209550215,89.5150835693,33.0501670234,8.87118566176e-19
1.429,1.16487302444,31.6804700643,89.5216072344,33.0368077309,8.54632591241e-19
1.43,1.16580511913,31.6408029307,89.5280991544,33.0242389147,8.23335464215e-19
1.431,1.16673837008,31.6025691132,89.534563618,33.013121603,7.93183707854e-19
1.432,1.16767277036,31.5657550842,89.5410015639,33.0034456057,7.64135433796e-19
1.433,1.16860648448,31.5281174785,89.5473994326,32.9928102924,7.36150284536e-19
1.434,1.16953835181,31.4882456845,89.5537471174,32.9796996041,7.09189377523e-19
1.435,1.17046939808,31.4473960347,89.5600517409,32.9654561372,6.8321525129e-19
1.436,1.17140011874,31.4061744074,89.566556123,32.9508162676,6.58191813559e-19
1.437,1.17233050078,31.3645666662,89.5730899188,32.9357010399,6.34084291229e-19
1.438,1.17326081663,31.3229045964,89.5795869194,32.9204414228,6.108591822e-19
1.439,1.17419131504,31.2814895887,89.5860486498,32.9053618491,5.88484208946e-19
1.44,1.17512201323,31.2403416801,89.5924753844,32.8904846576,5.66928273791e-19
1.441,1.17605284419,31.1993791221,89.5988668333,32.8757224412,5.46161415807e-19
1.442,1.17698371146,31.1584850955,89.6052224172,32.8609495891,5.26154769298e-19
1.443,1.17791457539,31.1176117915,89.6115418714,32.8461146234,5.06880523785e-19
1.444,1.17884543227,31.0767548383,89.6178251658,32.8312128741,4.88311885466e-19
1.445,1.1797763157,31.0359547188,89.6240725673,32.8162882311,4.70423040072e-19
1.446,1.18070724817,30.9952383197,89.6302842883,32.8013700081,4.53189117084e-19
1.447,1.18163825211,30.9546323669,89.6366837164,32.7865690738,4.36586155252e-19
1.448,1.18256951234,30.9143576114,89.6431283978,32.7720726594,4.20591069381e-19
1.449,1.18350136403,30.8748132195,89.6495412614,32.7582862362,4.05181618322e-19
1.45,1.18443422648,30.8364967037,89.6559254192,32.7457527894,3.9033637413e-19
1.451,1.18536836123,30.799715266,89.6622834184,32.7348102363,3.76034692359e-19
1.452,1.18630376739,30.7644624718,89.6686163054,32.7254561732,3.62256683428e-19
1.453,1.18723869444,30.7286524259,89.6749127948,32.715421558,3.48983185043e-19
1.454,1.18817173491,30.6906162568,89.6811621982,32.7028839782,3.36195735621e-19
1.455,1.18910397952,30.6516555594,89.6873712376,32.6892580953,3.23876548682e-19
1.456,1.19003617855,30.6126624572,89.6935451612,32.6755162245,3.12008488184e-19
1.457,1.19096831964,30.5736226126,89.6996838316,32.6616425816,3.00575044752e-19
1.458,1.19190116146,30.5354324831,89.7059136257,32.6486623228,2.89560312773e-19
1.459,1.19283526228,30.4987476326,89.712289307,32.6373143711,2.78948968339e-19
1.46,1.1937690076,30.4616603583,89.7186297223,32.6254494389,2.68726247982e-19
1.461,1.19470137457,30.4229685412,89.7249284322,32.6117475924,2.58877928192e-19
1.462,1.19563320913,30.3836726609,89.731189628,32.5973025428,2.49390305685e-19
1.463,1.19656501873,30.3443708505,89.7374162055,32.5827698243,2.40250178388e-19
1.464,1.19749686628,30.3051370556,89.7436085772,32.5682307572,2.31444827117e-19
1.465,1.19842850195,30.2656786794,89.7497649936,32.5533633947,2.22961997932e-19
1.466,1.19935973946,30.2257789746,89.7558838955,32.5379282056,2.14789885125e-19
1.467,1.20029086243,30.1857710258,89.7619671306,32.5222912564,2.06917114841e-19
1.468,1.20122222291,30.1460659684,89.7680174128,32.5069061141,1.99332729288e-19
1.469,1.20215409154,30.1069779628,89.7740814252,32.4921368456,1.92026171531e-19
1.47,1.20308620998,30.0682042931,89.7803612905,32.4777242327,1.84987270835e-19
1.471,1.20401811965,30.0292112486,89.7866062113,32.4629889671,1.78206228549e-19
1.472,1.20494998989,29.9901962743,89.7928170116,32.4481489604,1.716736045e-19
1.473,1.2058820022,29.9513699151,89.7989947759,32.4334374288,1.65380303893e-19
1.474,1.20681395241,29.9124953581,89.8051383123,32.4185923111,1.59317564677e-19
1.475,1.20774574083,29.8734577646,89.8112469034,32.4034859895,1.53476945385e-19
1.476,1.20867743887,29.8343403441,89.8173209136,32.3882104192,1.47850313408e-19
1.477,1.20960923117,29.7953563991,89.8233616069,32.373002551,1.42429833706e-19
1.478,1.21054130216,29.7567178359,89.8293704505,32.3580986355,1.37207957927e-19
1.479,1.21147357326,29.7183331645,89.8353470633,32.343397787,1.3217741392e-19
1.48,1.21240590145,29.6800373618,89.8412904564,32.3287167645,1.27331195643e-19
1.481,1.2133381691,29.6416953788,89.8474552294,32.3139970225,1.22662553424e-19
1.482,1.21427052081,29.6034731229,89.8536203341,32.2993437049,1.18164984591e-19
1.483,1.21520339856,29.565875771,89.8597553056,32.2853095574,1.13832224438e-19
1.484,1.21613654268,29.5286045149,89.8658590202,32.2715623854,1.09658237523e-19
1.485,1.21706931827,29.4909339806,89.8719277351,32.2572914719,1.05637209282e-19
1.486,1.21800246683,29.4537106457,89.8779659795,32.2434436722,1.01763537954e-19
1.487,1.21893676059,29.4178117037,89.8839792881,32.2310036601,9.80318267943e-20
1.488,1.21987137762,29.3822982839,89.8899627947,32.2189219942,9.44368765788e-20
1.489,1.22080594338,29.3467439488,89.8959140249,32.2067209398,9.09736783794e-20
1.49,1.22174124062,29.3120364775,89.9018388674,32.1953982363,8.76374066026e-20
1.491,1.22267721496,29.2781114195,89.9077374811,32.1848839158,8.4423412285e-20
1.492,1.22361301793,29.2440063705,89.9137006376,32.1741314022,8.13272166315e-20
1.493,1.22454860632,29.2096732588,89.9198087214,32.1631148625,7.8344504791e-20
1.494,1.22548432124,29.1754979761,89.9258865725,32.1522052002,7.54711198597e-20
1.495,1.22642003057,29.1413311829,89.9319335411,32.1412344319,7.27030571027e-20
1.496,1.22735573196,29.1071703071,89.9379496146,32.1301996774,7.00364583876e-20
1.497,1.22829226965,29.0739648976,89.9439400395,32.1201739431,6.74676068216e-20
1.498,1.22922949476,29.0415445817,89.9499045004,32.1109674022,6.49929215839e-20
1.499,1.23016546213,29.0077241436,89.9558304504,32.1001087442,6.2608952948e-20
1.5,1.23110004742,28.972369246,89.9617160513,32.0874415626,6.03123774852e-20
1.501,1.23203493172,28.9373672913,89.9675724112,32.0751015669,5.8099993444e-20
1.502,1.23297016713,28.9027754064,89.9734001601,32.0631546531,5.5968716298e-20
1.503,1.23390497443,28.867722089,89.9791935182,32.0506120233,5.39155744569e-20
1.504,1.23483979611,28.83270268,89.9851116567,32.0380910174,5.19377051344e-20
1.505,1.23577555539,28.7987456208,89.9911218883,32.0267476655,5.00323503666e-20
1.506,1.23671430364,28.7681299612,89.9971179376,32.0191366518,4.81968531768e-20
1.507,1.23765625445,28.7410826199,90.0031032122,32.0155264593,4.64286538798e-20
1.508,1.23859659227,28.7122447815,90.0090517211,32.009818742,4.47252865219e-20
1.509,1.23953302392,28.6790778516,90.0149482607,31.9991115904,4.30843754507e-20
1.51,1.24046761757,28.6438883632,90.0208030912,31.9860260762,4.15036320107e-20
1.511,1.24140247796,28.6090130076,90.0266287853,31.9732269685,3.99808513593e-20
1.512,1.24233921052,28.5762253171,90.0324366369,31.9627441289,3.85139093996e-20
1.513,1.24327711568,28.5447457961,90.0382230725,31.9536912964,3.71007598253e-20
1.514,1.24421461541,28.5128297261,90.0439772997,31.9440729464,3.57394312737e-20
1.515,1.24515245673,28.4813016737,90.0497047373,31.9348335457,3.44280245824e-20
1.516,1.24609163845,28.4512596656,90.0555421458,31.9272803839,3.31647101472e-20
1.517,1.24703123076,28.4216768517,90.0614821639,31.9202377486,3.19477253757e-20
1.518,1.24797046786,28.3917108576,90.0673923442,31.9126934809,3.0775372235e-20
1.519,1.24890977451,28.3618289737,90.0732747816,31.9051838136,2.96460148879e-20
1.52,1.24984918896,28.3320729593,90.0791297549,31.8977570625,2.85580774169e-20
1.521,1.25078799616,28.3016597,90.0849530627,31.8895114559,2.75100416303e-20
1.522,1.25172600987,28.2703877493,90.0907431069,31.8802127527,2.65004449493e-20
1.523,1.25266370281,28.2387764091,90.0965023775,31.8704576496,2.55278783723e-20
1.524,1.25360075414,28.2064768659,90.10222848,31.8598422474,2.45909845132e-20
1.525,1.25453633491,28.1725882091,90.1079151407,31.8473230271,2.36884557119e-20
1.526,1.25547074461,28.1374422726,90.1135634116,31.8332791519,2.2819032214e-20
1.527,1.25640472768,28.1018530898,90.1191779796,31.8186494988,2.19815004168e-20
1.528,1.25733838105,28.0659277309,90.124869728,31.8035958117,2.11746911792e-20
1.529,1.2582716391,28.0295964732,90.1306899598,31.7880545089,2.03974781948e-20
1.53,1.25920469796,27.9930734217,90.1364785277,31.772215936,1.96487764224e-20
1.531,1.26013776051,27.9565788652,90.1422363868,31.7563352712,1.89275405759e-20
1.532,1.26107085793,27.920146535,90.1479637177,31.7404517943,1.82327636683e-20
1.533,1.26200395922,27.8837428944,90.153660361,31.7245266873,1.75634756094e-20
1.534,1.26293682564,27.8471108135,90.1593248295,31.7082607357,1.69187418548e-20
1.535,1.26386934436,27.8101299866,90.164956206,31.6915130962,1.62976621039e-20
1.536,1.26480171267,27.773013897,90.1705555502,31.6745316431,1.56993690465e-20
1.537,1.26573403132,27.7358713509,90.1761234487,31.6574429455,1.51230271541e-20
1.538,1.26666623604,27.6986337429,90.1816593913,31.6401667916,1.45678315165e-20
1.539,1.26759853435,27.661523666,90.1871648511,31.622963106,1.40330067202e-20
1.54,1.26853137914,27.6250247129,90.1928935156,31.6064857091,1.35178057681e-20
1.541,1.26946463361,27.588988644,90.1986149326,31.5904822198,1.3021509039e-20
1.542,1.27039774455,27.5528241771,90.2043054206,31.5742542413,1.25434232848e-20
1.543,1.271330718,27.5165384046,90.2099649024,31.5578096992,1.20828806648e-20
1.544,1.27226385358,27.4804504467,90.2155949994,31.5415225561,1.16392378147e-20
1.545,1.27319702722,27.4444279796,90.2211950869,31.525238056,1.12118749503e-20
1.546,1.27412997174,27.4081876127,90.2267635146,31.5086234099,1.0800195004e-20
1.547,1.27506278157,27.3718303483,90.2323007212,31.4917967416,1.04036227925e-20
1.548,1.27599563106,27.3355411771,90.2378077849,31.4749754327,1.00216042151e-20
1.549,1.2769286237,27.2994292481,90.2432854632,31.4582882636,9.65360548147e-21
1.55,1.27786184532,27.263584545,90.2487344915,31.4418418555,9.29911236783e-21
1.551,1.27879505917,27.2277568088,90.2542548693,31.4253770847,8.95762949991e-21
1.552,1.27972802029,27.1916884742,90.2599096061,31.408612349,8.62867966259e-21
1.553,1.2806606998,27.1553503135,90.2655330476,31.3914548125,8.31180313456e-21
1.554,1.28159310992,27.1187563794,90.271125043,31.3739202745,8.00655704745e-21
1.555,1.28252559298,27.0822664819,90.2766872841,31.3564336218,7.71251476841e-21
1.556,1.28345844792,27.0461931208,90.2822215584,31.3393651647,7.42926530526e-21
1.557,1.28439164461,27.0105032924,90.2877279632,31.3226770422,7.15641273344e-21
1.558,1.28532509673,26.9751055756,90.2932062109,31.3062619779,6.89357564398e-21
1.559,1.28625851477,26.9396972651,90.298654593,31.2897615357,6.6403866116e-21
1.56,1.28719169972,26.9040714624,90.304071725,31.2729298869,6.39649168239e-21
1.561,1.28812477161,26.8683539066,90.3094582745,31.2559158815,6.16154988013e-21
1.562,1.28905785178,26.8326710693,90.3148150408,31.238869744,5.9352327308e-21
1.563,1.28999104922,26.7971359329,90.320360364,31.2220013286,5.71722380445e-21
1.564,1.29092439776,26.7617830998,90.3259239809,31.2052932456,5.50721827383e-21
1.565,1.2918577585,26.7264683863,90.3314584121,31.1885579562,5.30492248921e-21
1.566,1.29279102912,26.6910861476,90.3369631202,31.1716695394,5.1100535688e-21
1.567,1.29372418838,26.6556149027,90.3424379171,31.1546021429,4.92233900407e-21
1.568,1.29465729468,26.6201153056,90.3478830565,31.1374279799,4.74151627967e-21
1.569,1.29559054724,26.5847924689,90.3532997049,31.1203922786,4.56733250712e-21
1.57,1.29652392586,26.5496251166,90.3586878414,31.1034701006,4.39954407205e-21
1.571,1.29745704217,26.514214444,90.3640450054,31.0861841431,4.23791629425e-21
1.572,1.29838974582,26.4784075761,90.3693699689,31.0683503775,4.08222310025e-21
1.573,1.29932227087,26.4424457027,90.3746640711,31.0502570419,3.93224670783e-21
1.574,1.30025473063,26.4064453222,90.3799887798,31.0320644526,3.78777732216e-21
1.575,1.30118704959,26.3703297529,90.3854863739,31.0137293158,3.64861284303e-21
1.576,1.30211918303,26.3340540523,90.3909537374,30.9951275909,3.51455858274e-21
1.577,1.30305113342,26.2976215748,90.3963907401,30.9762628314,3.38542699447e-21
1.578,1.30398294706,26.2610801544,90.4017974878,30.957192158,3.26103741048e-21
1.579,1.30491473848,26.2245465946,90.4071745144,30.9380559906,3.14121578992e-21
1.58,1.30584659043,26.1881048597,90.4125222823,30.9189556125,3.02579447596e-21
1.581,1.30677853674,26.1517889478,90.4178410383,30.8999323338,2.9146119617e-21
1.582,1.30771056232,26.1155832601,90.423130752,30.8809676871,2.80751266473e-21
1.583,1.30864256883,26.079388303,90.428390827,30.8619417141,2.70434670994e-21
1.584,1.30957450184,26.0431493604,90.4336208689,30.8427882392,2.60496972029e-21
1.585,1.31050638435,26.0068899095,90.4388209793,30.8235355602,2.5092426152e-21
1.586,1.31143825663,25.9706506699,90.4441914938,30.8043011126,2.4170314164e-21
1.587,1.31237019716,25.9345104392,90.449595988,30.7851337658,2.32820706084e-21
1.588,1.31330224067,25.8985037757,90.4549718834,30.7660543334,2.24264522049e-21
1.589,1.3142343233,25.8625663877,90.4603189213,30.7469851646,2.16022612868e-21
1.59,1.3151663803,25.8266334798,90.4656367752,30.7278477396,2.08083441292e-21
1.591,1.31609833608,25.790629762,90.4709249925,30.7085505178,2.0043589337e-21
1.592,1.31703016356,25.7545287388,90.4761833319,30.6890610408,1.93069262934e-21
1.593,1.3179619992,25.7184667325,90.4814125311,30.6695450558,1.8597323664e-21
1.594,1.31889394202,25.6825421049,90.4866132243,30.6501225818,1.79137879567e-21
1.595,1.31982594235,25.6467051906,90.4917851548,30.6307334377,1.72553621339e-21
1.596,1.32075795379,25.610909795,90.4969280383,30.611321482,1.66211242756e-21
1.597,1.32168993368,25.5751137213,90.5021123088,30.5918591846,1.60101862915e-21
1.598,1.32262184878,25.5392842933,90.5074565659,30.5723466845,1.54216926804e-21
1.599,1.32355377212,25.5034938544,90.5127721538,30.5528084432,1.48548193349e-21
1.6,1.32448577249,25.4678101823,90.5180594143,30.5333275368,1.43087723903e-21
1.601,1.32541782977,25.4322131999,90.5233182932,30.5138796895,1.3782787115e-21
1.602,1.32634992376,25.3966828548,90.528548716,30.4944405764,1.32761268425e-21
1.603,1.32728205441,25.3612189839,90.5337507033,30.4750101959,1.27880819416e-21
1.604,1.32821422166,25.3258214185,90.5389242755,30.455588539,1.23179688249e-21
1.605,1.32914642104,25.2904856577,90.5440694254,30.436170272,1.18651289936e-21
1.606,1.33007864732,25.2552064962,90.5491861364,30.4167491764,1.14289281173e-21
1.607,1.33101095656,25.2200385599,90.554274797,30.3973926654,1.10087551472e-21
1.608,1.33194342163,25.1850525261,90.5593359677,30.378188146,1.06040214625e-21
1.609,1.33287605116,25.1502561939,90.564558758,30.3592091154,1.02141600472e-21
1.61,1.3338088347,25.1156387764,90.5698207617,30.3404016833,9.83862469799e-22
1.611,1.33474188106,25.0813052693,90.5750561228,30.3218736499,9.47688926048e-22
1.612,1.33567537418,25.0474328558,90.580265944,30.3038446866,9.1284468938e-22
1.613,1.3366093145,25.0140202529,90.585450543,30.2863145902,8.79280936206e-22
1.614,1.3375435632,24.9809316221,90.5906094755,30.2691167063,8.46950635177e-22
1.615,1.33847843133,24.9484659926,90.5957447329,30.2526222043,8.1580848143e-22
1.616,1.33941482862,24.9174979068,90.600862155,30.2379165098,7.8581083325e-22
1.617,1.34035333128,24.8885766375,90.6059663591,30.2256852127,7.56915651046e-22
1.618,1.3412940796,24.8618300781,90.6110596741,30.2160931678,7.29082438571e-22
1.619,1.34223712497,24.8373006906,90.616143929,30.2091996362,7.02272186294e-22
1.62,1.34318224021,24.8147639223,90.6212190602,30.204732149,6.7644731685e-22
1.621,1.34412925427,24.7940503545,90.6263912196,30.202521268,6.51571632492e-22
1.622,1.34507829517,24.7752781733,90.6316559999,30.2027174319,6.27610264464e-22
1.623,1.34602948003,24.7585551819,90.6369099619,30.2054256328,6.04529624239e-22
1.624,1.34698288481,24.7439499627,90.6421546724,30.2107374709,5.82297356539e-22
1.625,1.34793858781,24.7315337189,90.647391727,30.2187480887,5.60882294079e-22
1.626,1.34889382589,24.7186610361,90.6526084291,30.226162575,5.40254413972e-22
1.627,1.34984528841,24.7021690646,90.6577872671,30.2290291599,5.20384795735e-22
1.628,1.35079660147,24.6855273217,90.6629457867,30.2316738811,5.0124558083e-22
1.629,1.35175369724,24.6743974398,90.6681170833,30.2411789907,4.82809933691e-22
1.63,1.35271577046,24.668003616,90.6732995151,30.2565897173,4.65052004183e-22
1.631,1.35367828012,24.6620098122,90.6784687019,30.2724872128,4.47946891436e-22
1.632,1.35463686803,24.652259489,90.683598472,30.2836603754,4.31470609004e-22
1.633,1.3555858709,24.6333601901,90.6886514889,30.2833304021,4.15600051306e-22
1.634,1.35652368587,24.6038074734,90.6936117854,30.2695802654,4.00312961291e-22
1.635,1.35745651872,24.5695369593,90.6985135423,30.2498390788,3.85587899299e-22
1.636,1.35838893516,24.5349012086,90.7035580675,30.2296258931,3.71404213056e-22
1.637,1.35932122792,24.5001793338,90.7086518694,30.2092591527,3.57742008772e-22
1.638,1.36025365679,24.4656177374,90.7137190714,30.1890231467,3.44582123303e-22
1.639,1.36118616593,24.4311631031,90.7187594936,30.1688511761,3.31906097327e-22
1.64,1.36211869656,24.3967596828,90.7237728885,30.1486732626,3.19696149511e-22
1.641,1.3630511705,24.3623337463,90.7287588506,30.1283965112,3.07935151622e-22
1.642,1.3639834916,24.3277950546,90.7337168,30.1079068815,2.96606604553e-22
1.643,1.36491568731,24.2931700421,90.7386467784,30.0872374471,2.85694615226e-22
1.644,1.36584783569,24.2585324972,90.743549157,30.0664812906,2.75183874345e-22
1.645,1.36678002355,24.2239639636,90.7484244358,30.0457416073,2.65059634965e-22
1.646,1.36771238088,24.1895859534,90.7532734785,30.0251725593,2.55307691845e-22
1.647,1.36864494366,24.1554314202,90.7581117925,30.0048215113,2.4591436156e-22
1.648,1.36957756389,24.1213614837,90.7631553772,29.9845845352,2.36866463346e-22
1.649,1.37051013531,24.0872769513,90.7681720511,29.9642593349,2.28151300641e-22
1.65,1.37144273084,24.0532458701,90.7731621082,29.9439322856,2.19756643311e-22
1.651,1.37237541902,24.01933186,90.7781258898,29.9236844073,2.1167071052e-22
1.652,1.37330814202,23.9854809217,90.7830631604,29.903447363,2.03882154236e-22
